char	pengim	annot
錐	zui1	
錦	gim2	
鍁	hvng1	
鑕	zioh4	古
鍵	giang6	
鋸	gv3	
錳	meng2	
錙	zv1	
鏘	cang1	
鎄	ai1	
鍍	dou7	
鎂	mui2	
鏤	lu2	
鎡	zv1	
鍥	kiak4	
鍇	kai2	
鍶	sv1	
鍔	ngak8	
鍤	cah4	
鍬	ciu1	
鍛	duang3	
鎪	sou1	
鎪	sou2	俗
鍠	huang5	
䤼	suan3	
鐨	hui3	
鎇	bhai5	
鎵	ge1	
鑌	bing1	
鎊	bong7	
鉤	gau2	
鉤	hau2	
鎰	ek4	
鑷	niap4	
鎮	ding3	
鎘	geh4	
钂	tang2	
鎿	na2	
鐫	zuang1	
鐫	zung3	又
鎳	ngiak8	
鎦	liu5	
鎦	liu7	
鏡	gian3	
鏑	dek8	
鏞	iong5	
鏃	zok8	
䦃	dioh4	
鏢	bio1	
鏜	tang1	
鏜	tang5	
鏝	bhuang6	
鏰	bang2	
鏐	liu5	
鑹	cuang1	
鐓	dui7	
鑭	lang5	
鐥	siang6	
鐠	pou2	
鐐	liau5	
鏷	pok4	
鑥	lu2	
鐙	deng3	
鐍	guak4	
鏹	giang2	
鏹	kiang5	俗
鐿	i3	
鐮	niam5	
鐳	lui5	
鐳	lui1	方
鑊	uak8	
鐶	huang5	
鐲	cok4	
鐲	zuak8	又
鑔	cak4	
鑣	bio1	
鑞	lah8	
鑲	siang1	文
鑲	sion1	白
鑱	cam5	
䦆	kiak4	
矢	si2	
矩	gv2	
矧	siang2	
矯	giau2	
矯	giau1	俗
短	do2	
矬	co5	
矮	oi2	
疑	ghi5	
矰	zeng1	
矱	uak8	
禾	da5	訓
禿	tek4	
禿	tok4	方
秀	siu3	
私	sv1	
私	sai1	方
私	si1	方
秆	gang2	文
秆	guan1	白
季	kui3	
委	ui2	
委	ui1	
委蛇	ui1 i5	
科	kue1	
秋	ciu1	
鞦韆	ciu1 ciang1	
秕	bi2	
秬	gv6	
秬	gv2	方
秬	gvk8	方
秒	miau2	
香	hiang1	
香	hion1	
種	zeng2	
種	zeng3	
種	cong1	
秭	zi2	
祕	bi3	
秤	cing3	
秤	peng5	俗
秫	zuk8	
租	zou1	
積	zeh4	
積	zek4	又
秧	iang1	文
秧	vn1	白
秩	diak4	
稱	ceng1	
稱	ceng3	
秸	gai1	
穭	lu2	
穢	ue3	
䄻	to5	
移	i5	
稅	sue3	
稂	lang5	
嵇	gi1	
稍	ciau2	
稍	siau1	
程	tian5	
稃	hu1	
稀	hi1	
黍	su2	文
黍	siu2	白
稖	bang6	
稙	sik8	
稞	kue1	
稒	gu3	
稔	sim2	
稔	rim2	又
稚	zin2	
穉	zin2	
稗	bi2	文
稗	poin7	白
稠	ziu1	
穇	sam1	
穩	ung2	
稼	ge3	
稿	go2	
稹	ziang2	
稽	gi1	
稽	gi2	
稷	zek4	
稻	dau6	
稻	diu6	訓
黎	li5	文
黎	loi5	白
穡	sek4	
穆	mok8	
穄	zi3	
穗	sui7	
黏	niam1	
黏	niam5	又
馥	hiok4	
黐	ti1	方
穰	riang2	
䵚	tau2	
白	beh8	
皂	zau6	
的	dek8	
的	di1	
的	di7	又
皇	huang5	
皇	uang5	又
皈	gui1	
皋	gau1	
皎	gau2	
皚	kai2	俗
皖	uang2	
皓	hau2	
皙	sek4	
皞	hau2	
皤	po5	
皦	giau2	
瓜	gue1	
瓞	diak4	
瓟	pau1	
瓠	hu6	文
瓠	bu5	白
瓢	piau1	
瓤	riang5	文
瓤	nvng5	白
鳥	ziau2	
鳩	kiu1	
雞	goi1	
鳶	iang1	
鴆	dim1	
酖	dim1	
鷗	au1	
鷗	ou1	
鶬鶊	cang1 gen1	
鴇	bau2	
鴉	a1	
鴕	to5	
鶯	eng1	
鴣	gu1	文
鴣	gou1	白
鶇	dang1	
鸕鶿	lu5 cv5	文
鸕鶿	lou5 zv1	白
鴨	ah4	
鴞	hau1	
鴦	ion1	
鴒	leng5	
鴛鴦	uang1 ion1	
鴟	ci1	
鴝	gu1	
鶵	cu1	
鷥	si1	
鴻	hong5	
鸞	luang5	
鵁鶄	gau1 zeng1	
鷙	zi3	
鴯鶓	rv5 miau5	
鴷	liak8	
鴿	gap4	
鴰	guak4	
鵂	hiu1	
鵃	ziu1	
鴴	heng5	
鷳	hiang5	
鵜鶘	ti5 hu5	
鵓鴣	buak8 gu1	
鸝	li5	
鵑	giang1	
鵒	iok8	
鵠	kok4	
鵝	gho5	
鵷雛	uang1 cu1	
鶉	sung5	
鶊	gen1	
鶄	zeng1	
鵡	bhu2	
鵲	ciak4	
鶓	miau5	
鵪	am1	
鵾	kung1	
鵬	pong5	
鵮	kam1	
鷫鷞	sok4 svng1	
鷀	cv5	文
鷀	zv1	白
鶘	hu5	
鶡	hak4	
鶚	ngak8	
鶻	guk4	
鶻	guk8	又
鶻鵃	guk4 ziu1	
鶖	ciu1	
鸑鷟	ngak8 zok8	
鶩	bhu6	
鶥	bhai5	
鷁	iah4	
鷁	ngek8	又
鶼	giam1	
鶴	hoh8	
鷂	iau5	
鶺鴒	zik4 leng5	
鶲	ong1	
鷉	ti1	
鷓鴣	zia3 gou1	
鷟	zok8	
鷖	i1	
鸚鵡	eng1 bhu2	
鷚	liu3	
鷲	ziu6	
鷯	liau5	
鷦鷯	ziau1 liau5	
鷸	luk8	
鸇	ziang1	
鷹	eng1	
鷺	lu6	
䴈	au2	
鷿鷈	pek4 ti1	
鸘	svng1	
鸛	guang3	
用	eng7	
甪	lok8	
甩	suai1	
甬	iong2	
甭	beng3	
甭	bong2	又
甮	meng3	方
矛	mau5	
柔	riu5	
矜	geng1	
矜	guang1	古
𥎊	kvng5	
䂎	cuang3	方
胥	su1	
疍	dang3	
蛋	dang3	文
蛋	duan1	白
疏	so1	
疏	siu1	方
疏	so3	
楚	co2	
皮	pue5	
皺	ziu3	
皺	niau3	俗
皸	gung1	
翍	pi7	方
皴	cuang1	
衣	i1	
衣	ui1	方
衰	sue1	
衰	sui1	古
衷	cong1	
衾	kim1	
裊	niau2	
襲	sip8	
袋	do7	
袈裟	ge1 se1	
袤	mou6	
裝	zuang1	
褻	siak4	
裂	lih8	
裒	pou2	
裒	pou5	又
裟	se1	
裘	kiu5	文
裘	hiun5	白
裔	i6	
裹	go2	
裹	lo2	俗
裹	gue2	方
裳	siang5	
裴	pue5	
褒	pau1	
襞	pek4	
羊	ion5	
羌	giang1	
養	iang2	文
養	ion2	白
美	mui2	
美	bhue2	方
羑	iu2	
羔	go1	
羖	gou2	
羞	siu1	
羚	leng5	
羝	di1	
羥	kiang2	
善	siang6	
羨	iang6	
羣	kung5	
羧	so1	
羯	giak4	
羰	tuan3	
羱	nguang5	
羲	hi1	
羹	gen1	
米	bhi2	
籴	diah8	
類	lui7	
籼	siang1	
𥸱	kou1	方！
籽	zi2	
料	liau7	
敉	mi2	
粉	hung2	
粑	ba1	
粒	liap8	
糲	li6	
粘	niam1	
粗	cou1	
粙	diu6	方
糶	tio3	
粕	poh4	
粢	zv1	
粢	zin5	方
糞	bung3	
粟	cek4	
粞	coi3	
粥	zok8	
粥	giok4	又
粱	liang5	文
粱	nion5	白
糧	nio5	
𥺃	coi3	方！
粳	gen3	
粲	cang3	
粽	zang3	
粹	zui6	
精	zeng1	
精	zian1	
粿	gue2	方
𥺴	nim3	方！
糝	sam1	
糝	sam2	
糍	cv5	
糍	zin5	又
糊	hu5	文
糊	gou5	白
糊	hou5	方
糇	hou5	
粼	ling5	
糌	zang1	
糅	riu5	
糈	su1	
糕	go1	
糖	tvng5	
糙	co3	
糗	hiu3	
糠	kvng1	白
糠	kang1	文
糟	zau1	
糨	ziang3	文
糨	zion3	白
糯	no3	
糯	zuk8	訓
鬻	iok8	
鬻	giok4	又
耒	lui2	
耕	gen1	
耘	ung5	
耙	be5	
耖	cau1	
耗	ho3	
耜	sv6	
耞	gia1	
耠	hak4	
耮	lau5	
耦	ngou2	
耬	lau5	
耪	bang2	
耩	gang2	
耨	nau7	
耨	no7	又
耰	iu1	
耲	huai5	
耱	mo7	
老	lau2	
老	lau6	又
耆	ki5	
耄	mau3	
耋	diak4	
耳	rv2	文
耳	hin6	白
耵	deng1	
耽	dam1	
耿	guang2	
恥	ci2	
聳	sogn2	
聶	niap4	
聹	leng5	
聾	lang5	
職	zeh4	
聃	dam1	
聆	leng5	
聊	liau5	
聯	liang5	
聯	ling5	又
聒	guak4	
聘	peng3	文
聘	pian3	白
聰	cong1	
聵	kui6	
聱	ngau5	
西	sai1	白
西	si1	文
要	iau3	
要	iau1	
票	pio3	
覃	tam5	
覆	hok8	
頁	hioh8	
頂	deng2	
頃	kuang2	
項	hang6	
頇	hang1	
順	sung6	
須	su1	文
鬚	ciu1	
頏	hang5	
頏	kang3	俗
煩	huang5	
頑	nguang2	
頓	dung6	
頓	dung3	文
頓	dvng3	白
頓	dvng3	
頓	dok8	
頒	bang1	
頌	song6	
頎	ki5	
顧	gu3	
顧	gu3	文姓
顧	gou3	白姓
預	v6	
碩	sek4	
顱	lu5	
顗	kai2	
領	nian2	
頸	gen3	
頗	puan2	
頗	po2	又
頞	uanh4	
頦	hai5	
頰	giap4	
頡	kiak4	
頡頏	kiak4 hang5	
頡頏	kiak4 kang3	俗
頜	gap4	
頲	teng2	
穎	teng2	
頤	hi1	
頻	ping	
頷	ham5	文
頷	am6	白
頹	tue1	
穎	teng2	
顆	ko2	
顆	lo2	又
額	hiah8	
顏	nguang5	
顏	ngang5	
顏	hian5	又姓
題	doi5	
顒	iong5	
顎	ngak8	
顓頊	zuang1 hiok4	
顛	diang1	
顛	ding1	方
顙	suang2	
顳顬	niap4 ru5	
顢	mua5	
顥	hau2	
顫	ziang3	
顬	ru5	
顴	kuang5	
顴	guang3	俗
虎	houn2	
虜	lu2	
虐	ngiak8	
虔	kiang1	
虓	hau1	
虛	hv1	
虞	ngo5	
蟲	tang5	
虯	kiu1	
𰲩	giu2	方！
蟣	gi2	
蟣	ki5	方
虯	giu2	方！
虯	kiu1	方！
虱	sak4	
虻	mang5	
蝦	he5	
虹	hong5	
虹	keng6	又
虺	hui2	
蠆	tai3	
蟻	hia6	
虼蚤	ga1 zau2	方
蚤	zau2	
螞	ma2	
螞螂	ma2 lang5	
螞蚱	ma2 za3	
蚪	dau2	
蚊	bhung1	
蚨	hu5	
蚑	kia5	方
蚜	ghe5	
蚍蜉	pi5 pu5	
蚍蜉	bi2 hu1	俗
蚩	ci1	
蚋	rue6	
蚧	gai3	
蚣	gong1	文
蚣	gang1	白
蚌	hong2	
蚝	o5	
蠶	coin5	
蜆	hoin2	
蚓	ing2	
蚓	ung2	又
蛇	zua5	
蛇	i5	
蛆	zu3	
螢	eng5	
蚶	ham1	
蛄	gu1	
蠣	li6	
蠱	gu2	
蛆	zu1	
蚰蜒	iu5 iang6	
蚺	riam2	
蛉	leng5	
蚱蜢	za3 meng2	
蚯蚓	kiu1 ing2	文
蚯蚓	gau6 ung2	白
蟶	tang1	
蚴	iun3	
䖳	te7	方
蠐	ci5	
蠐	cih8	方
蠻	mang5	
蛘	ion5	
蛺蝶	hiap8 diap8	
蛙	ua1	
蟄	dek8	
蟯	nau5	
蟯	ngiau5	又
蛩	kiong5	
蛭	diak4	
螄	sai1	
蛐	kek4	
蛔	hue5	
蛤	gap4	
蝦蟆	gap4 mo5	
蜓	teng5	
蛛	du1	
蛞	guak4	
蜒	iang6	
蛑	mou5	
𬠋	sua1	方！
蜣螂	giang1 lang5	
蛻	to3	
蛻	sue3	俗
蜇	diak4	
蜃	sing5	
蛹	iong2	
蛸	sau1	
蛸	siau1	
蝸	ua1	
蝸	o1	又
蜎	giang1	
蜈蚣	ghou5 gong1	文
蜈蚣	ghe5 gang1	白
蜉	pu5	
蜉	hu1	俗
蜍	su5	
蛾	ngo5	
蜊	li6	
蜂	pang1	
蜿蜒	uang2 iang6	
蜷	kuang5	
蟬	siam5	
𧌊	me1	方！
螂	lang5	
蜻蜓	cen1 teng5	
蜞	ki5	
蠟	lah8	
蜡	za3	
蜥蜴	sek4 ek8	
蠅	sing5	
蜮	hok8	
蜚	hui1	
蜚	hui2	
蜾蠃	go2 lo2	
蟈	gok4	
蜴	ek8	
蜘蛛	di1 du1	
蜼	zui3	
蜩	tiau5	
蜱	bi1	
蜰	bui5	
蜢	meng2	文
蜢	me2	白
蝣	iu5	
䗐	si1	方
蝙蝠	piang1 hok4	
蝤蠐	iu5 ci5	
螻	lu5	
蝘	iam2	
蝠	hok4	
蝻	nam5	
蠑螈	iong5 nguang5	
蝴蝶	hu5 diap8	
蝶	diap8	
蝥	mau5	
蠍	hiak4	
蝓	ru5	
蝮	hok4	文
蝮	bak4	白
蝌蚪	kue1 dau2	
螋	siau1	
蝗	huang5	
蝗	uang5	又
螃	pang5	
螭	ti1	
螭	li5	俗
螗	tang5	
螟	meng5	
螓	cing5	
融	iong5	
螈	nguang5	
螉	ong3	方
螅	sek4	
蟑螂	ziang1 lang5	
蟀	suk4	
螯	ngau5	
螫	sek4	
螬	cau5	
螵蛸	piau1 siau1	
蟥	huang5	
螳	tang5	
蟒	mang2	
蟆	mo5	
蠨蛸	siau1 sau1	
螺	lo5	
蟋蟀	sek4 suk4	
螽	zong1	
蟊	mau5	
𧐔	sap4	方！
蟮	siang6	
蟢	hi2	
蟛蜞	pen5 ki5	
蟛蜞	bhe5 ki5	又
蟪蛄	hui6 gu1	
蟫	im5	
蟫	tam5	俗
蟠	puang5	
蠊	niam5	
蠓	mong5	
蠓	mang2	方
蠖	hu6	
蠋	zok8	
蟾	siam5	
蟹	hoi6	
蠛蠓	mik8 mang2	
蠕	ru5	
蠢	cung2	
蠘	cih8	方！
蠡	li2	
蠡	li5	
蠹	zu3	俗
蠹	du3	文
蠷螋	kv5 siau1	
缶	hui5	訓
缶	hu2	文
缶	bau6	白
缸	gvng1	白
缸	gang1	文方
缺	kueh4	文
缺	kih4	白方
䍉	zai2	
罌	eng1	
罄	keng3	
罅	hia3	
罍	lui5	
罐	guang3	
舌	zih8	
甜	diam5	
舐	zi6	
辭	si5	
辭	sv5	
舔	tiam2	
竹	dek4	
竺	dek4	
竿	gang1	文
竿	go1	訓
竿	guan1	白
篤	dok8	
竽	u1	
笄	gi1	
筧	gang2	
筆	bik4	
笑	cio3	
笈	kip4	
笏	huk4	
笫	zi2	
笊	zau2	
筍	sung2	
笆	ba1	
笠	loih8	
箋	ziang1	
笸籮	po2 lo5	
筇	kiong5	
笨	bung2	
籠	lang5	
籠	long2	文
籠	lang2	白
籠統	long2 tong2	
笘	diam6	方！
笪	dak4	
笛	dek8	
笚	kah4	方！
笙	seng1	
筰	zak4	
笮	zak4	
符	hu5	
笱	gou2	
笱	go5	俗
笥	sv3	
第	doin6	
籩	biang1	
笤	diau1	
笳	gia1	
笞	ci1	
筊	giau1	文
筊	gau1	白
筐	keng1	
等	deng2	
等	dang2	
等	teng6	又
筀	gui3	
策	ceh4	
築	doh4	
築	dok4	又
筑	doh4	
筑	dok4	又
簆	kou3	
筥	gv2	
筒	dang5	
筒	dang6	方
篩	sai1	文
篩	tai1	訓
筌	cuang5	
答	dap4	
筅	coin2	
筵	iang5	
筵	iang6	俗
筋	gvng1	
筏	huak8	
箏	zeng1	
篳	bik8	
筷	kuai3	
簡	gang2	
籌	tiu5	
筭	svng3	
䇽	zih4	
筠	ung5	
筠	gvng1	
筢	be5	方
筮	si7	
筻	geng3	
筲	diau1	文
筲	sa1	白
籤	ciam1	
簽	ciam1	
筱	siau2	
篠	siau2	
箔	boh8	
管	guang2	文
管	gvng2	白方
箜篌	kong1 hou5	
簞	dang1	
篋	giap4	
箐	ciang1	
簣	zeh4	
箸	dv7	
箕	gi1	
箍	kou1	
籜	toh4	
箬	riak8	
篛	riak8	
箑	ziap8	
算	suang3	文
算	svng3	白
箅	bi3	
籮	lo5	文
籮	lua5	白
箠	cue5	
箠	sui5	俗
篸	cam2	
⿱𥫗緑	lok8	
簫	siau1	
篇	piang1	
箭	zin3	
箾	siah4	方
簍	lau2	
箱	sion1	
箴	zim1	
箴	zam1	又
簣	kui6	
篁	huang5	
篌	hou5	
篆	duang6	
篙	go1	
籬	li5	
籬	loi7	方
篝	gau1	
篥	liak8	
篡	cuang3	
簉	zau6	
篷	pong5	文
篷	pang5	白
篦	bi3	
篦	bing3	俗
籃	na5	
篪	ci5	
籪	duang6	
簏	lok8	
簇	zok8	
簌	sok4	
簧	huang5	
簕	lek8	
篾	bhih8	
簃	i5	
篼	dau1	
簋	kui2	
簠	pou2	
簪	zam1	
簟	diam6	
簰	bai5	
簿	pou6	
簸	bua3	
籀	diu6	
籟	nai6	
纂	cuang3	
纂	ruang2	俗
籍	zia6	
籯	iong5	
籥	iak4	
臼	ku6	
舂	zeng1	
舄	sek4	
舅	gu6	
自	zv6	
臬	ngiak8	
臭	cau3	
臭	hiun3	
血	hueh4	
衄	nak8	
衄	nek8	
釁	hiang3	
舟	ziu1	
舢	sang1	
艤	ngi2	
航	hang5	
航	pang5	訓
肪	huang2	
艦	nam2	
艙	cvng1	
舨	bang2	
般	buan1	
舵	dua6	
舷	hin5	白
舷	hiang5	文
舸	ko1	
艫	lu5	
舳艫	dek8 lu5	
舴艋	za3 meng2	
舲	leng5	
舶	boh8	
舶	boh4	又
船	zung5	
艇	teng2	
艄	sau1	
艋	meng2	
艘	sou2	
艚	cau5	
艟	tong5	
艞	tiau3	
艨艟	mong5 tong5	
羽	u2	
羿	ngi5	
翅	ti3	
翅	ci3	
翀	cong1	
翁	ong1	
翁	ang1	方
翁	eng1	
翊	ek8	
翌	ek8	
翎	leng5	
𦐣	tu7	方
翔	siang5	
翬	hui1	
翹	kiau5	
翹	kiau3	
翕	hip4	
翠	cui3	
翥	zu3	
翡翠	hui1 cui3	
翟	dek8	
翦	ziang2	
翩	piang1	
翯	hak8	
翮	geh4	
翮	gek4	又
翱	ngau5	
翳	v3	
翼	ek8	文
翼	sik8	白
翻	huang1	
艮	gvng3	
艱	gang1	
既	gi3	
暨	gi3	
暨	kai3	又
系	hi6	
係	hi6	
繫	gi3	
繫	hi6	俗
紊	bhung5	
素	su3	文
素	sou3	白
索	sok4	文
索	soh4	白
緊	ging2	
縈	eng5	
縈	ing1	方
累	lui2	
累	lui7	
累	lui6	又
縶	zip4	
紫	zi2	
絮	su3	
綮	keng3	
繇	iu5	古
繇	iau5	古
繄	i5	
繁	huang5	
繁	po5	
纍	lui2	
辛	sing1	
辜	gu1	
辜	gou1	
辟	pek4	
闢	pek4	
辣	luah4	
辣	luah8	又
辨	biang6	
辯	biang6	
辮	bin1	
辮	bin6	方
瓣	biang6	
瓣	hah4	俗
言	ngang5	
訄	kiu5	
譽	v6	
謄	teng5	
訾	zv2	
訾	zv1	
詹	ziam1	
誓	si7	
謦	keng3	
警	geng6	
譬	pi3	
麥	bheh8	
麩	hu1	文
麩	pou1	白
麯	kek4	文
麯	kak4	白
䴹	gue2	
麴	kek4	
麴	giok4	又
走	zau2	
赴	hu3	
趙	dion6	
赳	giu2	
趕	guan2	
起	ki2	
⿺走曆	lek8	方
越	uak8	
趄	cian2	
趄	zu1	
趁	ziang2	
趨	cu1	
超	tiau3	
超	tiau1	
𧻓	bian3	方
趑趄	zv1 zu1	
趣	cu3	
趟	tang2	
趭	riau7	方
趯	tek4	
趯	dek8	方
趲	zang3	
赤	ciah4	
赧	nang2	
赩	hek4	
赫	heh4	
赭	ze2	
赭	zia2	又
赯	tang5	
豆	dau7	
豆	dou6	
荳	dau7	
豇	gang1	
豉	si7	
登	deng1	
豌	uang1	
䜺	ceh4	
酉	iu2	
酊	deng1	
酐	gang1	
酎	diu6	
酌	ziak4	
配	pue3	
酖	dam1	
酖	dim1	
醞釀	ung1 riang2	
酞	tai3	
酚	hung1	
酗	hu6	
酕醄	mau5 tau5	
酡	to5	
酤	gou1	
酣	ham1	
酢	zu6	
酢	cou3	
酥	sou1	
醱	puah4	
醬	zion3	
酬	ciu5	
醲	long5	
酮	tong5	
酰	siang1	
酩酊	meng5 deng1	
酪	lok8	
釀	riang2	
酵	gan3	
釅	ngiam5	
釃	sai1	
酺	pu5	
酲	teng5	
酹	luak4	
酴	tu5	
酷	kok4	
酶	bhue5	
酸	svng1	
醅	pue1	
醇	sung5	
醉	zui3	
醋	cou3	
醌	kung1	
醄	tau5	
醚	mi5	
醛	cuang5	
醐	hu5	
醍醐	ti5 hu5	
醒	cen2	
醨	li5	
醪	lau5	文
醪	liou5	文又
醪	lo5	白
醯	hi1	
醭	pok4	文
醭	bou5	白
醮	ziau3	
醵	gv6	
醴	li2	
醺	hvng1	
豕	si2	
豝	ba1	
豢	huang3	
豩	huang1	方
豨	hi1	
䝋	zong1	
豕+奔	pung5	
豭	go1	方
里	li2	
裏	li2	
裡	li2	
裡	lai6	方
野	ia2	
足	zok4	
趴	pa1	
趴	pak4	俗
躉	dung2	
趵	ba3	
趿	tah4	
䟕	ce1	
趼	goin2	
趺	hu1	
趾	zi2	
跂	ki5	文
跂	kia5	白
跂	kia6	
距	gv6	
蹌	cang1	
躍	iak4	
跎	to5	
踐	ziang2	
跍	ku5	方
跖	zia3	
跋	buak8	
跋	buah8	方
跌	diak4	
跗	hu1	
跚	sang1	
跑	pau2	
跏	gia1	
跛	po2	
跤	gau1	
躋	zi3	
跬	kui2	古
跫	kiong5	
跨	kua1	
蹺	kiau1	
蹕	bik8	
跐	cv2	
跐	cv1	
跩	si7	
跩	hi6	俗
跳	tiau3	
跳	dio7	方
跣	siang2	
躚	ciang1	
路	lou7	
跪	guin6	
跺	do6	
跺	do5	又
跟	gvng1	
踉	lang5	
踉	lang6	
踅	soh4	
躊躇	tiu5 tu5	
踄	bou7	
踴	iong2	
跽	gi6	
跼	gek8	
蹤	zong1	
踠	uang2	
踣	pou2	
踮	diam2	
躑躅	dek4 cok4	
踖	zek4	
蹃	nek4	方
踧	cok4	
踔	doh4	
踝	hua5	
踢	tak4	
踢	tek4	方
踩	cai2	
踟躕	di1 du5	
踒	o1	
躓	di3	
踞	gv6	
踏	dah8	
踏	dah4	
蹄	doi5	
踱	dak8	
踱	dou7	俗
蹉跎	ca1 to5	
蹁躚	piang1 ciang1	
踳	cuang2	
蹀躞	diap8 siap8	
蹅	ca3	
踹	cui2	
⿰足忝	tiam3	方！
踵	zong2	
踽	gv2	
蹂躪	riu5 liang6	
䠚	ua5	
䠚	gua5	又
蹐	zik4	
躡	niap4	
蹣跚	puang5 sang1	
蹋	tap4	
蹈	dau6	
蹊	hi5	
蹊	ki1	
蹍	diang2	
蹢	dek8	
蹠	zia3	
躇	tu5	
蹙	cok4	
蹚	tang1	
䠀	tang1	
蹩	biak8	
蹦	bang1	
躥	cuang3	
蹾	dung1	
蹴	cok4	
蹲	dung1	
蹲	cung5	
蹲	cvng5	方
蹭	zeng3	
蹽	liau5	
蹶	kiak4	
蹶	gueh8	方
躕	du5	
蹼	pok4	
蹯	puang1	
蹬	deng1	
蹬	deng3	俗
蹬	dung3	白方
躁	cau3	
躅	cok4	
躈	kiau3	
躄	pek4	
躪	liang6	
躐	lah8	
躦	zang3	
躞	siap8	
豸	di6	
豸	zai6	又
豺	cai5	
豹	ba3	
貂	diau1	
貊	mek8	
貆	huang5	
貅	hiu1	
貉	lok8	
貌	mau6	
貘	mok8	
貔	pi5	
貐	ru2	
番	huang1	
番	puan1	
番	puang1	又
番	po5	
釉	iu5	
釋	sek4	
身	sing1	
躬	giong1	
軀	ku1	
躲	do5	
躺	tang2	
角	gak4	
角	gioh4	
觴	siang1	
觚	gu1	
觥	guang1	
觜	cui3	
觜	zv1	
觸	cok4	
解	goi2	
解	goi3	
解	hai6	
觫	sok4	
觭	gi1	
觭	ki1	
觱篥	bik4 liak8	
青	cen1	
靚	zeng6	
靚	leng1	
靜	zen6	
靛	doin7	
雨	hou6	
雨	u2	方
雩	u1	
雪	soh4	
雯	bhung5	
靂	leh8	
雲	hung1	
雷	lui5	
零	leng5	
零	lang5	方
雹	pak8	
霧	bhu7	
霽	zi3	
需	su1	
霆	teng5	
霈	pai3	
霅	ziap8	
震	zing2	
霄	siau1	
霄	sio1	方
酶	bhue5	
黴	bhue5	
霎	siap4	
霙	eng1	
霙	eng5	又
霖	lim5	
霏	hui1	
霍	kak4	
霓	ngi5	
霜	svng1	
霞	hia5	
霪	im5	
靄	ai2	
霰	sang3	文
霰	suan3	白
霸	ba3	
霹	pek4	
露	lou7	
霾	mai5	
齒	ki2	白
齒	cim2	文
齔	cing3	
齕	hiak4	
䶕	bha3	方
齟齬	zu1 u5	
齡	leng5	
齙	bau1	
齠	tiau1	
齜	zv1	
齦	ngvng5	
齬	u5	
齪	cok4	
齲	gv2	
齷齪	ok4 cok4	
黽勉	miang2 miang2	
黿	nguang5	
鼉	to5	
金	gim1	
鎣	eng5	
鎣	iong5	又
鑒	gam3	
鑑	gam3	
鑾	luang5	
銎	keng1	方
鋈	ok4	
鋬	pang3	
鋆	ung5	
鋆	gvng1	
鏨	zam6	
鍪	mau5	
鎏	liu5	
鏖	au1	文
鏖	o1	白方
鏊	ngau6	
鑫	him1	
隹	zui1	
隼	zung2	
雋	zung3	
雀	ciak4	
雀	ziah4	又
雀	ziauh4	
集	zip8	文
集	zap8	白
雅	ngia2	
雁	ngang6	
雄	hiong5	文
雄	heng5	白方
雎	zu1	
雉	di6	
雛	cu1	
雌	cv5	
雒	lok8	
雕	diau1	
鵰	diau1	
彫	diau1	
讎	ciu5	
讐	ciu5	
魚	hv5	
魛	do1	
魴	huang5	
魷	iu5	
魨	tung5	
魯	lu2	
鮍	pi5	bound
鮀	to5	
鮁	buak8	
鮃	peng5	
鮎	niam5	
鯰	niam5	
鱸	lou5	
鮓	za3	
穌	sou1	
鮒	hu6	
鮊	beh8	
鮊	buak8	
鮑	bau6	
鱟	hau7	
鮣	ing3	
鮐	tai5	
鮟鱇	ang1 kang1	
鮫	gau1	
鮫	ga1	方
鱭	zi3	
鮮	cin1	
鮮	siang1	
鮮	siang2	
鯗	siang2	
鮭	gui1	
鮭	guai1	方
鮭	goi5	方
鮚	gik4	
鮪	iu2	
鮦	tong5	
鰂	cak8	
鱠	guai3	
鱘	cim5	
鯊	sua1	
鯇	uang2	
鱺	li6	bound
鯁	gen2	
鰱	ling5	
鯽	zik4	
鯃	ngo5	
鰹	giang1	
鰣	si5	
鯉	li2	
鰷	tiau5	
鮸	miang2	
鯀	gung2	
鯮	zang1	方
鯨	keng5	
鯖	cen1	
鯪鯉	leng5 li2	文
鯪鯉	lah8 li2	白
鯫	zou1	
鯫	cu1	又
鯤	kung1	
鯧	ciang1	文
鯧	cion1	白
⿰魚乖	guai1	方！
鯬	loi5	
鯛	diau1	
鯢	ngi5	
鯔	zv1	
⿰魚染	ni2	方！
鯿	biang1	
鰆	cung1	
鰈	diap8	
鰓	sai1	文
鰓	ci1	白
鱨	cion5	方！
鰮	ung1	
鱷	ngak8	
鰒	hok8	
鰍	ciu1	
鰉	huang5	
鰁	zuan5	
鰇	riu5	
鱀	gi3	
鰟鮍	pang5 pi5	
鰜	giam1	
鰲	ngau5	
鰭	ki5	
鰨	tap4	
鰥	guang1	
鰩	iau5	
鱅	iong5	
鱅	song5	又
鱈	soh4	
鰾	pio6	
鰳	lek8	
鰼	sip8	
鰻	mua5	
鰻鱺	mua5 li6	
鰵	miang2	
鱔	siang6	文
鱔	cuan6	白
鱓	siang6	文
鱓	cuan6	白
鱒	zuang1	
鱗	ling5	文
鱗	lang5	白
鱗	lang1	白、方
鱖	gui3	
鱉	bih4	
鱣	ziang1	
鱧	li2	
𩽛	boh8	
革	gek4	
靪	deng1	
勒	lek8	
靰鞡	uk4 la1	
靸	sap4	
靴	hia1	
靳	gvng3	
靶	ba2	
靺鞨	muak8 hak4	
靼	dak4	
靼	dang3	俗
